article_id,title,source,publish_time,url,data_quality,decision,relevance_score,priority_score,importance_score,confidence,category,relation_level,relation_paths,heat_score,heat_tier,heat_basis,heat_confidence,article_metrics,core_summary,reason,matched_terms,excluded_terms,action_items,analysis_mode
473,AI早报 | OpenAI正在开发化身AI伴侣的智能音箱，作为其首款硬件产品；OpenAI回应苹果商业秘密诉讼：诉讼没有事实依据,界面新闻,2026-07-16T09:36:48.349847,https://www.jiemian.com/article/14771177.html,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 34.4, ""matched_terms"": [""AI"", ""OpenAI""]}]",10,unknown,estimated,low,{},标题信息：AI早报 | OpenAI正在开发化身AI伴侣的智能音箱，作为其首款硬件产品；OpenAI回应苹果商业秘密诉讼：诉讼没有事实依据,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、OpenAI）；原始记录只有标题，不能核实正文细节,"[""AI"", ""OpenAI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
456,WAIC开幕前夕，上海人工智能产业热议自主创新与AI治理,界面新闻,2026-07-16T09:36:48.326982,https://www.jiemian.com/article/14769694.html,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 44.2, ""matched_terms"": [""AI"", ""人工智能""]}]",10,unknown,estimated,low,{},标题信息：WAIC开幕前夕，上海人工智能产业热议自主创新与AI治理,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能）；原始记录只有标题，不能核实正文细节,"[""AI"", ""人工智能""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
138,智“链”万物！第四届链博会全景呈现中国AI产业崛起 外企：汽车、机器人等正成为智能体AI落地发展的关键载体,每经网,2026-07-16T09:27:57.695872,https://www.nbd.com.cn/articles/2026-06-26/4439131.html,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 36.4, ""matched_terms"": [""AI"", ""智能体""]}]",10,unknown,estimated,low,{},标题信息：智“链”万物！第四届链博会全景呈现中国AI产业崛起 外企：汽车、机器人等正成为智能体AI落地发展的关键载体,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、智能体）；原始记录只有标题，不能核实正文细节,"[""AI"", ""智能体""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
539,OpenAI 决定靠卖广告养 AI,投资界,2026-07-16T09:36:58.694561,https://news.pedaily.cn/202607/566348.shtml,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 34.4, ""matched_terms"": [""AI"", ""OpenAI""]}]",9,unknown,estimated,low,{},标题信息：OpenAI 决定靠卖广告养 AI,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、OpenAI）；原始记录只有标题，不能核实正文细节,"[""AI"", ""OpenAI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
527,二代豆包手机和苹果AI手机都来了，7款大模型获备案,投资界,2026-07-16T09:36:58.678335,https://news.pedaily.cn/202607/566362.shtml,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 34.4, ""matched_terms"": [""AI"", ""大模型""]}]",9,unknown,estimated,low,{},标题信息：二代豆包手机和苹果AI手机都来了，7款大模型获备案,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、大模型）；原始记录只有标题，不能核实正文细节,"[""AI"", ""大模型""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
522,从OpenAI「叛逃」的5个人，撑起了一家千亿AI公司,投资界,2026-07-16T09:36:58.676826,https://news.pedaily.cn/202607/566371.shtml,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 34.4, ""matched_terms"": [""AI"", ""OpenAI""]}]",9,unknown,estimated,low,{},标题信息：从OpenAI「叛逃」的5个人，撑起了一家千亿AI公司,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、OpenAI）；原始记录只有标题，不能核实正文细节,"[""AI"", ""OpenAI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
518,AI制药正在复刻大模型领域的竞争格局,投资界,2026-07-16T09:36:58.674712,https://news.pedaily.cn/202607/566374.shtml,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 34.4, ""matched_terms"": [""AI"", ""大模型""]}]",9,unknown,estimated,low,{},标题信息：AI制药正在复刻大模型领域的竞争格局,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、大模型）；原始记录只有标题，不能核实正文细节,"[""AI"", ""大模型""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
326,失控的AI智能体，正在抛弃GPU？,创业邦,2026-07-16T09:34:27.955690,https://www.cyzone.cn/article/839591.html,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 36.4, ""matched_terms"": [""AI"", ""智能体""]}]",9,unknown,estimated,low,{},标题信息：失控的AI智能体，正在抛弃GPU？,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、智能体）；原始记录只有标题，不能核实正文细节,"[""AI"", ""智能体""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
651,《2026年度“人工智能+”榜单》启动征集，寻找AI时代的领军人物、超级产品、标杆企业和投资机构,i黑马,2026-07-16T09:37:05.771722,https://www.iheima.com/article-399618.html,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 44.2, ""matched_terms"": [""AI"", ""人工智能""]}]",8,unknown,estimated,low,{},标题信息：《2026年度“人工智能+”榜单》启动征集，寻找AI时代的领军人物、超级产品、标杆企业和投资机构,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能）；原始记录只有标题，不能核实正文细节,"[""AI"", ""人工智能""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
648,百度为苹果智能提供AI搜索功能,i黑马,2026-07-16T09:37:05.770724,https://www.iheima.com/article-399621.html,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 32.4, ""matched_terms"": [""AI"", ""AI搜索""]}]",8,unknown,estimated,low,{},标题信息：百度为苹果智能提供AI搜索功能,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、AI搜索）；原始记录只有标题，不能核实正文细节,"[""AI"", ""AI搜索""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
647,WAIC世界人工智能大会倒计时1天,i黑马,2026-07-16T09:37:05.769715,https://www.iheima.com/article-399622.html,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 32.2, ""matched_terms"": [""AI"", ""人工智能""]}]",8,unknown,estimated,low,{},标题信息：WAIC世界人工智能大会倒计时1天,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能）；原始记录只有标题，不能核实正文细节,"[""AI"", ""人工智能""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
450,短剧演员大撤退：日薪踝斩、百人解约，有人转型AI导演娱乐资本论2天前,虎嗅,2026-07-16T09:36:46.359839,https://www.huxiu.com/article/4874972.html,title_only,relevant,76,61,61,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}]",26,low,estimated,low,{},标题信息：短剧演员大撤退：日薪踝斩、百人解约，有人转型AI导演娱乐资本论2天前,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；原始记录只有标题，不能核实正文细节,"[""AI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
501,经纬度：在上海，WAIC见证人工智能改变未来,澎湃新闻,2026-07-16T09:36:50.787969,https://www.thepaper.cn/newsDetail_forward_33583299,title_only,relevant,85,61,61,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 32.2, ""matched_terms"": [""AI"", ""人工智能""]}]",5,unknown,estimated,low,{},标题信息：经纬度：在上海，WAIC见证人工智能改变未来,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能）；原始记录只有标题，不能核实正文细节,"[""AI"", ""人工智能""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
653,AI拟人化新规正式落地,i黑马,2026-07-16T09:37:05.771722,https://www.iheima.com/article-399616.html,title_only,relevant,81,60,60,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 10.0, ""matched_terms"": [""新规""]}]",12,unknown,estimated,low,{},标题信息：AI拟人化新规正式落地,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 新规）；原始记录只有标题，不能核实正文细节,"[""AI"", ""新规""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
397,DeepSeek传筹备IPO，中国AI头部公司融资狂飙,36氪,2026-07-16T09:34:31.823271,https://36kr.com/p/3896190110319751,title_only,relevant,81,60,60,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 6.0, ""matched_terms"": [""融资""]}]",12,unknown,estimated,low,{},标题信息：DeepSeek传筹备IPO，中国AI头部公司融资狂飙,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 融资）；原始记录只有标题，不能核实正文细节,"[""AI"", ""融资""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
515,首发| 一笔天使轮融资：AI重构广告业,投资界,2026-07-16T09:36:58.673721,https://news.pedaily.cn/202607/566380.shtml,title_only,relevant,81,60,60,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 6.0, ""matched_terms"": [""融资""]}]",11,unknown,estimated,low,{},标题信息：首发| 一笔天使轮融资：AI重构广告业,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 融资）；原始记录只有标题，不能核实正文细节,"[""AI"", ""融资""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
154,中关村路演直击：当舞蹈研究生、中学生涌入AI赛道，代码不再是入场券，读懂真实需求才是创业分水岭,每经网,2026-07-16T09:28:01.078887,https://www.nbd.com.cn/articles/2026-07-12/4468445.html,title_only,relevant,81,60,60,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 20.4, ""matched_terms"": [""AI""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 12.0, ""matched_terms"": [""创业""]}]",10,unknown,estimated,low,{},标题信息：中关村路演直击：当舞蹈研究生、中学生涌入AI赛道，代码不再是入场券，读懂真实需求才是创业分水岭,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业）；原始记录只有标题，不能核实正文细节,"[""AI"", ""创业""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
519,OpenAI靠挖墙角偷走了苹果一堆机密,投资界,2026-07-16T09:36:58.674712,https://news.pedaily.cn/202607/566373.shtml,title_only,relevant,80,59,59,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 22.4, ""matched_terms"": [""AI"", ""OpenAI""]}]",9,unknown,estimated,low,{},标题信息：OpenAI靠挖墙角偷走了苹果一堆机密,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、OpenAI）；原始记录只有标题，不能核实正文细节,"[""AI"", ""OpenAI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
657,苹果起诉OpenAI窃取机密？马斯克嘲讽阿尔特曼！,i黑马,2026-07-16T09:37:05.772719,https://www.iheima.com/article-399597.html,title_only,relevant,80,58,58,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 22.4, ""matched_terms"": [""AI"", ""OpenAI""]}]",8,unknown,estimated,low,{},标题信息：苹果起诉OpenAI窃取机密？马斯克嘲讽阿尔特曼！,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、OpenAI）；原始记录只有标题，不能核实正文细节,"[""AI"", ""OpenAI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
646,OpenAI回应苹果商业秘密诉讼：诉讼没有事实依据,i黑马,2026-07-16T09:37:05.769715,https://www.iheima.com/article-399623.html,title_only,relevant,80,58,58,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 22.4, ""matched_terms"": [""AI"", ""OpenAI""]}]",8,unknown,estimated,low,{},标题信息：OpenAI回应苹果商业秘密诉讼：诉讼没有事实依据,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、OpenAI）；原始记录只有标题，不能核实正文细节,"[""AI"", ""OpenAI""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
