article_id,title,source,publish_time,url,data_quality,decision,relevance_score,priority_score,importance_score,confidence,category,relation_level,relation_paths,heat_score,heat_tier,heat_basis,heat_confidence,article_metrics,core_summary,reason,matched_terms,excluded_terms,action_items,analysis_mode
1576,推荐上半年产值增逾20%！上海人工智能产业何以跑出加速度？,澎湃新闻,2026-07-20 08:28,https://www.thepaper.cn/newsDetail_forward_33616075,full_text,relevant,85,66,71,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 52.2, ""matched_terms"": [""AI"", ""人工智能"", ""大模型""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 19.0, ""matched_terms"": [""中小企业"", ""创业"", ""创业者""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 3.0, ""matched_terms"": [""政策""]}]",21,unknown,estimated,low,{},7月20日，上海经济半年报发布。今年上半年，上海GDP同比增长5.6%。三大先导产业制造业产值同比增长14.5%，其中人工智能制造业产值增速亮眼，达到21.8%,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 中小企业、创业、创业者）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）,"[""AI"", ""中小企业"", ""人工智能"", ""创业"", ""创业者"", ""大模型"", ""政策""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1607,2026世界人工智能大会暨人工智能全球治理高级别会议,投资界,2026-07-06 15:56,https://m.pedaily.cn/album/74,full_text,relevant,85,65,65,high,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 52.4, ""matched_terms"": [""AI"", ""人工智能""]}]",17,unknown,estimated,low,{},世界人工智能大会（WAIC）是全球人工智能领域的顶级盛会，致力于探索AI技术前沿并推动该领域的创新发展。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能）,"[""AI"", ""人工智能""]",[],[],rules
2198,效率提升50% 中国电信完成无线网络规划大模型试点应用,证券时报,2026-07-21 11:21,https://www.stcn.com/article/detail/4031691.html,full_text,relevant,77,64,64,high,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 21.0, ""matched_terms"": [""大模型""]}]",32,low,estimated,low,{},证券时报，证券时报网，由人民日报社主管主办，是证券市场权威信息披露媒体，也是中国资本市场的重要信息披露平台。提供全天候7*24小时财经证券类资讯，内容丰富，包括时报快讯、股市新闻、财经资讯、基金净值、债券、期货、上市公司公告等，为用户提供全方位、最新鲜的财经信息。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 大模型）,"[""大模型""]",[],[],rules
2179,快卸载！这72款应用，可能正在泄露你的个人信息,新浪财经,2026年07月21日 09:01,https://finance.sina.com.cn/wm/2026-07-21/doc-iniippiq4856765.shtml,full_text,relevant,80,64,69,high,policy,operational,"[{""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 19.8, ""matched_terms"": [""个人信息"", ""政策""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 6.0, ""matched_terms"": [""营销""]}]",25,low,estimated,low,{},国家计算机病毒应急处理中心日前通报72款违法违规收集使用个人信息的移动应用详情如下↓↓↓根据中央网信办、工业和信息化部、公安部联合发布的《关于开展2026年个人信息保护系列专项行动的公告》，依据《中华人民共和国网络安全法》《中华人民共和国个...,OPC 关联路径：注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 个人信息、政策）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 营销）,"[""个人信息"", ""政策"", ""营销""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1722,专家称三季度或将成为降息降准的重要窗口,新浪财经,2026年07月21日 02:45,https://finance.sina.com.cn/roll/2026-07-21/doc-iniinwmw4971082.shtml,full_text,relevant,80,64,69,high,policy,contextual,"[{""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 14.8, ""matched_terms"": [""信贷"", ""利率"", ""融资"", ""货币政策""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 8.0, ""matched_terms"": [""小微企业""]}, {""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 7.2, ""matched_terms"": [""AI""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 6.6, ""matched_terms"": [""政策""]}]",25,low,estimated,low,{},行至年中，央行明确下半年货币政策总体思路，将强化逆周期和跨周期调节。物价、经济基本面、海外主要经济体货币政策是影响货币政策操作关键因素。6月CPI同比涨1.0%，涨幅回落，下半年物价或温和上行，降息紧迫性降低；,OPC 关联路径：融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 信贷、利率、融资、货币政策）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 小微企业）；AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）,"[""AI"", ""信贷"", ""利率"", ""小微企业"", ""政策"", ""融资"", ""货币政策""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
2410,阿里巴巴发布语音合成大模型Qwen-Audio-3.0-TTS,i黑马,2026-07-21 09:43,https://www.iheima.com/article-399827.html,full_text,relevant,77,63,63,high,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 21.0, ""matched_terms"": [""大模型""]}]",30,low,estimated,low,{},7月20日，阿里巴巴发布语音合成大模型Qwen-Audio-3.0-TTS，在细粒度标签控制、freestyle指令遵循、多语种与方言覆盖以及复杂声学鲁棒性等方面系统性提升，包含面向实时交互的Flash版本（首包延时300ms级别）和面向高质量生成的Plus版本，让合成语音从“能说话”走向“会表达”。目前，在全球第三方榜单Artificial Analysis，Qwen-Audio-3.0-TTS-Plus登顶，其预览版Fun-Realtime-TTS也曾在一个月前登顶该榜单。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 大模型）,"[""大模型""]",[],[],rules
2281,Claude杀入全美教室：一周干49小时的老师，终于等来免费AI助教,创业邦,2026-06-19,https://www.cyzone.cn/article/840468.html,full_text,relevant,85,63,68,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 37.4, ""matched_terms"": [""AI"", ""OpenAI"", ""自动化""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 6.0, ""matched_terms"": [""创业""]}]",13,unknown,estimated,low,{},不是代替老师，是把老师还给学生,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、OpenAI、自动化）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业）,"[""AI"", ""OpenAI"", ""创业"", ""自动化""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
2048,AI早报 | 月之暗面Kimi团队：算力紧缺，即日起暂停C端新用户订阅；阿里云发布轻量应用服务器“智能体专用型实例”,界面新闻,2026-07-21T09:19:33.542982,https://www.jiemian.com/article/14798218.html,full_text,relevant,85,63,63,high,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 71.6, ""matched_terms"": [""AI"", ""人工智能"", ""大模型"", ""智能体""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 4.0, ""matched_terms"": [""流量""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 3.0, ""matched_terms"": [""融资""]}]",12,unknown,estimated,low,{},台积电将美国投资承诺增至2650亿美元，称AI需求和竞争压力推动扩产；鸿海首度夺下SpaceX AI服务器代工订单。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型、智能体）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 流量）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 融资）,"[""AI"", ""人工智能"", ""大模型"", ""智能体"", ""流量"", ""融资""]",[],[],rules
1553,AI早报 | 阿里Qwen3.8即将发布，2.4万亿参数模型；蚂蚁数科发布商业智能体超级工厂平台Agentar 2.0,界面新闻,2026-07-20T09:52:18.932277,https://www.jiemian.com/article/14791075.html,full_text,relevant,85,63,63,high,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 64.4, ""matched_terms"": [""AI"", ""人工智能"", ""大模型"", ""智能体""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 5.0, ""matched_terms"": [""出海""]}]",12,unknown,estimated,low,{},阿里云百炼上线开放式世界模型HappyOyster 1.0；腾讯云发布ADP 4.0海外版。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型、智能体）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 出海）,"[""AI"", ""人工智能"", ""出海"", ""大模型"", ""智能体""]",[],[],rules
2244,华泰证券携手2026世界人工智能大会：转型加速度，AI重塑金融生产方式,21世纪经济报道,2026-07-21T11:28:09.938613,https://m.21jingji.com/article/20260721/herald/be7101488281b44b2cf4032b22976d2b.html,title_only,relevant,85,63,63,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 44.2, ""matched_terms"": [""AI"", ""人工智能""]}]",11,unknown,estimated,low,{},标题信息：华泰证券携手2026世界人工智能大会：转型加速度，AI重塑金融生产方式,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能）；原始记录只有标题，不能核实正文细节,"[""AI"", ""人工智能""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
2344,高技术制造业、出口及政策支持仍是三季度经济的主要支撑｜宏观晚6点,界面新闻,2026-07-21T11:28:43.664469,https://www.jiemian.com/article/14797552.html,full_text,relevant,85,62,67,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 23.4, ""matched_terms"": [""人工智能"", ""智能体""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 9.0, ""matched_terms"": [""政策""]}]",10,unknown,estimated,low,{},工信部将加快出台人工智能+软件行动方案，LPR连续14个月“按兵不动”……以下是界面新闻整理的7月20日宏观要闻、机构观点和财经数据。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能、智能体）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）,"[""人工智能"", ""政策"", ""智能体""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
2340,中国银联相关负责人：AI对支付产业的赋能可归纳为三个维度,界面新闻,2026-07-21T11:28:42.977863,https://www.jiemian.com/article/14798083.html,full_text,relevant,85,62,67,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 52.4, ""matched_terms"": [""AI"", ""人工智能"", ""大模型"", ""智能体"", ""自动化""]}]",10,unknown,estimated,low,{},当前，金融行业正处于从“传统服务”向“智能生态”跃迁的关键阶段。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型、智能体、自动化）,"[""AI"", ""人工智能"", ""大模型"", ""智能体"", ""自动化""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
2339,上海高温和暴雨下，WAIC 的1100家公司讲述了物理AI的新共识 | 电厂,界面新闻,2026-07-21T11:28:42.977863,https://www.jiemian.com/article/14798261.html,full_text,relevant,85,62,62,high,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 55.6, ""matched_terms"": [""AI"", ""人工智能"", ""大模型"", ""智能体""]}]",10,unknown,estimated,low,{},当AI加速走向物理世界。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型、智能体）,"[""AI"", ""人工智能"", ""大模型"", ""智能体""]",[],[],rules
2068,我国智能算力规模达2185EFLOPS,界面新闻,2026-07-21T09:19:35.246886,https://www.jiemian.com/article/14794286.html,full_text,relevant,85,62,62,high,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 48.4, ""matched_terms"": [""人工智能"", ""大模型"", ""智能体""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 6.0, ""matched_terms"": [""中小企业""]}]",10,unknown,estimated,low,{},人工智能大模型和智能体应用的爆发式增长使得智能算力需求不断提升。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能、大模型、智能体）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 中小企业）,"[""中小企业"", ""人工智能"", ""大模型"", ""智能体""]",[],[],rules
2065,界面晚报 | 2026世界人工智能大会闭幕；市监总局要求平台合理降低抽成、会员费,界面新闻,2026-07-21T09:19:35.244846,https://www.jiemian.com/article/14790925.html,full_text,relevant,85,62,67,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 30.8, ""matched_terms"": [""人工智能""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 8.0, ""matched_terms"": [""个体工商户""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 6.0, ""matched_terms"": [""营销""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 3.0, ""matched_terms"": [""政策""]}]",10,unknown,estimated,low,{},LPR连续14个月“按兵不动”；调研称多孩家庭出行痛点待解；央企、机构、上市公司护盘齐筑市场信心底。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 个体工商户）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 营销）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）,"[""个体工商户"", ""人工智能"", ""政策"", ""营销""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
2038,暑期营吹起AI风,界面新闻,2026-07-21T09:19:33.524019,https://www.jiemian.com/article/14781403.html,full_text,relevant,85,62,62,high,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 48.4, ""matched_terms"": [""AI"", ""人工智能"", ""大模型"", ""智能体""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 6.0, ""matched_terms"": [""创业""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 6.0, ""matched_terms"": [""营销""]}]",10,unknown,estimated,low,{},如何辨别“李逵”和“李鬼”？,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型、智能体）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 营销）,"[""AI"", ""人工智能"", ""创业"", ""大模型"", ""智能体"", ""营销""]",[],[],rules
1569,扩大入境消费，离境退税政策再优化,界面新闻,2026-07-20T09:52:19.300876,https://www.jiemian.com/article/14783132.html,full_text,relevant,85,62,67,high,policy,operational,"[{""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 28.2, ""matched_terms"": [""发票"", ""政策"", ""税务""]}]",10,unknown,estimated,low,{},税务总局积极推动网上商店离境退税试点工作，符合条件的退税商店可线上向境外旅客销售退税物品并办理相关业务。,OPC 关联路径：注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 发票、政策、税务）,"[""发票"", ""政策"", ""税务""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1567,下半年政策宜温和托底｜宏观晚6点,界面新闻,2026-07-20T09:52:19.299865,https://www.jiemian.com/article/14785636.html,full_text,relevant,85,62,67,high,policy,operational,"[{""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 25.2, ""matched_terms"": [""发票"", ""政策"", ""税务""]}]",10,unknown,estimated,low,{},外汇局称将在必要时强化逆周期调节和预期引导，税务总局进一步优化境外旅客离境退税服务……以下是界面新闻整理的7月17日宏观要闻、机构观点和财经数据。,OPC 关联路径：注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 发票、政策、税务）,"[""发票"", ""政策"", ""税务""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1559,界面早报 | 世界人工智能合作组织未来将重点开展三方面工作；西班牙加时取胜夺冠,界面新闻,2026-07-20T09:52:18.935278,https://www.jiemian.com/article/14791269.html,full_text,relevant,85,62,62,high,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 30.8, ""matched_terms"": [""人工智能""]}]",10,unknown,estimated,low,{},国家开发银行原党委副书记、行长欧阳卫民接受审查调查；中国国新、中国诚通两家央企宣布增持；敬业钢铁：正告英国政府立即停止以国内法践踏国际投资规则的行径；,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能）,"[""人工智能""]",[],[],rules
1554,能源早报｜西南油气田上半年天然气产量突破250亿方； “工业维生素”钼铁一天跳涨1500元,界面新闻,2026-07-20T09:52:18.932277,https://www.jiemian.com/article/14789186.html,full_text,relevant,85,62,62,high,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 36.6, ""matched_terms"": [""AI"", ""人工智能"", ""智能体""]}]",10,unknown,estimated,low,{},人工智能数据中心储能兴起，多家上市公司积极布局；全球首创核能智能化体系 AI for ADANES 技术路线发布。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、智能体）,"[""AI"", ""人工智能"", ""智能体""]",[],[],rules
1543,商业头条No.133｜AI手机大幕开启,界面新闻,2026-07-20T09:52:18.917615,https://www.jiemian.com/article/14791272.html,full_text,relevant,85,62,67,high,policy_interpretation,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 62.6, ""matched_terms"": [""AI"", ""OpenAI"", ""人工智能"", ""大模型"", ""智能体""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 8.8, ""matched_terms"": [""流量""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 4.0, ""matched_terms"": [""个人信息""]}]",10,unknown,estimated,low,{},AI手机赛场上的胜负，也将决定未来数十年的流量入口归属。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、OpenAI、人工智能、大模型、智能体）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 流量）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 个人信息）,"[""AI"", ""OpenAI"", ""个人信息"", ""人工智能"", ""大模型"", ""智能体"", ""流量""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1519,终于用上AI的公司，发现业务被大模型公司抢了当你和AI公司深度合作，你不仅交出了市场入口，还交出了自己的核心场景理解和用户需求数据,虎嗅,2026-07-20T09:52:16.374684,https://www.huxiu.com/article/4876197.html,title_only,relevant,85,62,62,medium,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 34.4, ""matched_terms"": [""AI"", ""大模型""]}]",10,unknown,estimated,low,{},标题信息：终于用上AI的公司，发现业务被大模型公司抢了当你和AI公司深度合作，你不仅交出了市场入口，还交出了自己的核心场景理解和用户需求数据,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、大模型）；原始记录只有标题，不能核实正文细节,"[""AI"", ""大模型""]",[],"[""访问原文补全正文后，再核实关联性与实际影响""]",rules
2280,AI泡沫，最多破一半,创业邦,2026-07-21T11:28:20.674023,https://www.cyzone.cn/article/840462.html,full_text,relevant,85,62,62,high,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 67.4, ""matched_terms"": [""AI"", ""AI搜索"", ""OpenAI"", ""SaaS"", ""云服务"", ""大模型"", ""智能体"", ""自动化""]}, {""id"": ""productivity_tools"", ""label"": ""经营效率工具"", ""relation_level"": ""enabling"", ""opc_impact"": ""帮助单人经营者以工具替代部分团队职能，提高日常运营效率"", ""score"": 9.0, ""matched_terms"": [""企业服务"", ""办公软件""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 6.0, ""matched_terms"": [""创业""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 5.0, ""matched_terms"": [""利率"", ""融资""]}, {""id"": ""market_opportunity"", ""label"": ""商业模式与市场机会"", ""relation_level"": ""contextual"", ""opc_impact"": ""帮助一人公司识别可由个人切入的新需求、商业模式和细分市场"", ""score"": 5.0, ""matched_terms"": [""商业模式""]}]",9,unknown,estimated,low,{},需求仍在,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、AI搜索、OpenAI、SaaS、云服务、大模型、智能体、自动化）；经营效率工具：帮助单人经营者以工具替代部分团队职能，提高日常运营效率（命中 企业服务、办公软件）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 利率、融资）,"[""AI"", ""AI搜索"", ""OpenAI"", ""SaaS"", ""云服务"", ""企业服务"", ""创业"", ""利率"", ""办公软件"", ""商业模式"", ""大模型"", ""智能体"", ""自动化"", ""融资""]",[],[],rules
