article_id,title,source,publish_time,url,data_quality,decision,relevance_score,priority_score,importance_score,confidence,category,relation_level,relation_paths,heat_score,heat_tier,heat_basis,heat_confidence,article_metrics,core_summary,reason,matched_terms,excluded_terms,action_items,analysis_mode
720,习近平出席2026世界人工智能大会暨人工智能全球治理高级别会议开幕式并发表主旨讲话习近平提出4点意见。1小时前,第一财经,2026-07-17 12:51:37,https://www.yicai.com/news/103279492.html,full_text,relevant,85,71,76,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 30.8, ""matched_terms"": [""人工智能""]}, {""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 3.0, ""matched_terms"": [""政策""]}]",37,low,article_metrics,high,"{""comments"": 9}",习近平提出4点意见。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能）；注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策）,"[""人工智能"", ""政策""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
395,8点1氪丨国行苹果AI功能完成备案；三家共享单车上调起步价；知情人曝DeepSeek开始筹备IPO,36氪,2026年07月16日 07:59,https://36kr.com/p/3897553391978371,full_text,relevant,85,71,76,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 66.0, ""matched_terms"": [""AI"", ""AI搜索"", ""人工智能"", ""大模型"", ""自动化""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 19.0, ""matched_terms"": [""创业"", ""创业者"", ""初创""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 3.0, ""matched_terms"": [""融资""]}]",37,low,article_metrics,high,"{""likes"": 115, ""favorites"": 10}",7月15日网信中国公示备案信息，苹果智能大模型接入阿里千问，国行苹果设备即将上线本土AI功能。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、AI搜索、人工智能、大模型、自动化）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、创业者、初创）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 融资）,"[""AI"", ""AI搜索"", ""人工智能"", ""创业"", ""创业者"", ""初创"", ""大模型"", ""自动化"", ""融资""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
456,WAIC开幕前夕，上海人工智能产业热议自主创新与AI治理,界面新闻,2026-07-16T09:36:48.326982,https://www.jiemian.com/article/14769694.html,full_text,relevant,97,71,71,high,case_study,core,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 68.4, ""matched_terms"": [""AI"", ""人工智能"", ""自动化""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 16.0, ""matched_terms"": [""创业"", ""超级个体""]}]",10,unknown,estimated,low,{},WAIC前夕，一场围绕环球视角下的中国AI产业思辨，已在上海提前发酵。,直接命中 OPC 主题词：OPC、一人公司、超级个体；OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、自动化）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、超级个体）；存在公司/创业/监管语境,"[""AI"", ""OPC"", ""一人公司"", ""人工智能"", ""公司"", ""创业"", ""自动化"", ""超级个体""]",[],[],rules
722,习近平宣布中国支持全球人工智能发展重大举措这是中方响应全球南方呼声、团结国际社会积极推动人工智能发展和治理的重大举措，将成为人工智能发展史上的一个重要里程碑。2小时前,第一财经,2026-07-17 12:06:39,https://www.yicai.com/news/103279445.html,full_text,relevant,85,70,70,high,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 45.2, ""matched_terms"": [""AI"", ""人工智能""]}]",36,low,article_metrics,high,"{""comments"": 6}",这是中方响应全球南方呼声、团结国际社会积极推动人工智能发展和治理的重大举措，将成为人工智能发展史上的一个重要里程碑。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能）,"[""AI"", ""人工智能""]",[],[],rules
296,破解“供强需弱”，关键在营商环境｜中国经济·年中观澜,21世纪经济报道,2026-07-15 21:21,https://m.21jingji.com/article/20260715/herald/c852ed5f946946f5190c6a131da92306.html,full_text,relevant,85,70,75,high,policy,operational,"[{""id"": ""policy_compliance"", ""label"": ""注册、税务与合规"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的注册门槛、税务成本、用工方式和合规风险"", ""score"": 34.2, ""matched_terms"": [""政策"", ""知识产权"", ""营商环境""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 20.0, ""matched_terms"": [""中小企业"", ""小微企业"", ""工作室""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 14.0, ""matched_terms"": [""信贷"", ""小微贷款"", ""融资""]}, {""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 13.0, ""matched_terms"": [""AI"", ""人工智能""]}]",34,low,article_metrics,medium,"{""comments"": 21}",应构建“短期托底、中期疏通、长期重构”三位一体营商环境优化体系，将新质生产力供给优势平稳转化为内需增长动能。,OPC 关联路径：注册、税务与合规：影响一人公司的注册门槛、税务成本、用工方式和合规风险（命中 政策、知识产权、营商环境）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 中小企业、小微企业、工作室）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 信贷、小微贷款、融资）；AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能）,"[""AI"", ""中小企业"", ""人工智能"", ""信贷"", ""小微企业"", ""小微贷款"", ""工作室"", ""政策"", ""知识产权"", ""营商环境"", ""融资""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1130,508项国标发布 覆盖智能制造、端侧AI等,中国经济网,2026-07-17 07:19,http://www.ce.cn/xwzx/gnsz/gdxw/202607/t20260717_3091245.shtml,full_text,relevant,85,69,74,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 40.6, ""matched_terms"": [""AI"", ""人工智能""]}]",33,low,estimated,low,{},508项国标发布 覆盖智能制造、端侧AI等,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能）,"[""AI"", ""人工智能""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
1127,《人工智能合作发展行动计划》发布,中国经济网,2026-07-17 13:02,http://www.ce.cn/xwzx/gnsz/szyw/202607/t20260717_3092718.shtml,full_text,relevant,85,69,69,high,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 39.2, ""matched_terms"": [""人工智能""]}]",33,low,estimated,low,{},《人工智能合作发展行动计划》发布,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能）,"[""人工智能""]",[],[],rules
1098,事关人工智能，国家发展改革委，最新发布,凤凰财经,2026年07月17日 13:22:26,https://finance.ifeng.com/c/8uperGSzges,full_text,relevant,85,69,74,high,policy,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 60.2, ""matched_terms"": [""AI"", ""人工智能"", ""大模型"", ""智能体""]}]",33,low,estimated,low,{},事关人工智能，国家发展改革委，最新发布,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型、智能体）,"[""AI"", ""人工智能"", ""大模型"", ""智能体""]",[],"[""核对发布机构、适用地区、生效时间和原文条款""]",rules
709,62'36''对话魔形智能CEO徐凌杰：风口上的Token超级工厂 | 未知之境首播,第一财经,2026-07-15 22:45:04,https://www.yicai.com/video/103276905.html,full_text,relevant,85,69,69,high,case_study,operational,"[{""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 28.6, ""matched_terms"": [""创业"", ""创业者""]}, {""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 27.2, ""matched_terms"": [""AI"", ""人工智能"", ""大模型""]}, {""id"": ""growth_channels"", ""label"": ""获客与增长渠道"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的低成本获客、销售渠道与市场扩张能力"", ""score"": 11.0, ""matched_terms"": [""出海"", ""营销""]}]",33,low,article_metrics,high,"{""comments"": 10}",第一财经科技播客《未知之境》首播上线。当AI Agent、多模态应用全面落地，Token用量激增，成为时代“硬通货”。首期，第一财经辛梓对话深耕算力赛道20年行业老兵，魔形智能创始人徐凌杰，深度拆解当下最热的Token经济，看一位连续创业者如何在AGI浪潮中不断突围，打造一座,OPC 关联路径：创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、创业者）；AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型）；获客与增长渠道：影响一人公司的低成本获客、销售渠道与市场扩张能力（命中 出海、营销）,"[""AI"", ""人工智能"", ""出海"", ""创业"", ""创业者"", ""大模型"", ""营销""]",[],[],rules
998,MIT重磅发现：思维无需语言，AI该换脑了,虎嗅,2026-07-17 08:48,https://www.huxiu.com/article/4875986.html,full_text,relevant,85,69,69,high,news,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 47.6, ""matched_terms"": [""AI"", ""人工智能"", ""大模型""]}]",32,low,estimated,low,{},2026年7月，MIT麦戈文脑科学研究所发表论文，通过失语症患者实验和功能性磁共振成像扫描，证明人脑进行逻辑推理时语言网络几乎不激活，而是依赖多需求网络。该研究对AI发展具有重要启示，表明仅靠语言训练的大语言模型无法实现真正的通用智能。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、人工智能、大模型）,"[""AI"", ""人工智能"", ""大模型""]",[],[],rules
981,独家对话｜百度沈抖：拿什么去拼未来三年窗口期,虎嗅,2026-07-17 07:00,https://www.huxiu.com/article/4875856.html,full_text,relevant,85,69,69,high,news,core,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 37.8, ""matched_terms"": [""AI"", ""大模型"", ""智能体""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 16.0, ""matched_terms"": [""中小企业"", ""超级个体""]}]",32,low,estimated,low,{},2026年初，百度内部以DAA（日活跃智能体数量）替代Token作为AI核心衡量指标。百度集团执行副总裁沈抖在专访中预测未来一年半行业五大趋势，强调全栈'芯-云-模-体'闭环将成为厂商胜负手，并详解百度智能体矩阵及产业迭代飞轮。,直接命中 OPC 主题词：超级个体；OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 AI、大模型、智能体）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 中小企业、超级个体）,"[""AI"", ""中小企业"", ""大模型"", ""智能体"", ""超级个体""]",[],[],rules
966,国家发改委发布《人工智能合作发展行动计划》,36氪,2026-07-17 12:49,https://36kr.com/newsflashes/3899257544656773,full_text,relevant,85,69,69,high,case_study,enabling,"[{""id"": ""ai_automation"", ""label"": ""AI与自动化"", ""relation_level"": ""enabling"", ""opc_impact"": ""降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围"", ""score"": 32.2, ""matched_terms"": [""人工智能""]}, {""id"": ""solo_business"", ""label"": ""创业与个体经营"", ""relation_level"": ""operational"", ""opc_impact"": ""影响一人公司的创办方式、经营主体选择和个人职业路径"", ""score"": 13.0, ""matched_terms"": [""创业"", ""创业者""]}, {""id"": ""finance_capital"", ""label"": ""融资与经营资金"", ""relation_level"": ""contextual"", ""opc_impact"": ""影响个人创业者获得启动资金、信贷和现金流支持的条件"", ""score"": 3.0, ""matched_terms"": [""融资""]}]",32,low,estimated,low,{},36氪获悉，国家发改委发布《人工智能合作发展行动计划》，内容包括：一、优质数据供给行动。二、智能算力普惠行动。三、开源生态共享行动。,OPC 关联路径：AI与自动化：降低个人公司的技术、人力与内容生产成本，并扩展单人可完成的业务范围（命中 人工智能）；创业与个体经营：影响一人公司的创办方式、经营主体选择和个人职业路径（命中 创业、创业者）；融资与经营资金：影响个人创业者获得启动资金、信贷和现金流支持的条件（命中 融资）,"[""人工智能"", ""创业"", ""创业者"", ""融资""]",[],[],rules
